Services,Description,Date,Tender Number,Department,Tender Type,Province,Date published,Closing date,Place where service will be required,Special conditions,Contact person,Contact email,Contact phone,Contact fax,Briefing Session,Is briefing required,Briefing date and time,Briefing venue,Tender documents
"Electricity, gas, steam and air conditioning","Outcome of the request for information for the supply, delivery and off-loading of diesel to ankerlig power station",24/08/2023,Outcome RFI MWP1821GX,ESKOM,Request for Information,Western Cape,24.08.2023,25.09.2023,"Ankerlig: Neil Hare Rd, Atlantis, - Atlantis - Cape Town - 6506",N/A,Joyce Matlala,MatlalJN@eskom.co.za,011-651-6802,086-659-9588,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=ed2e2364-0f41-4390-894b-f3185d8449ca.pdf&downloadedFileName=RFI+Outcome+-+MWP1821GX+Diesel+Supply+Ankerlig.pdf
Services: Functional (Including Cleaning and Security Services),"Appointment of the suitable service provider to 
provide physical security services at kzn department of economic development, tourism and environmental affairs (edtea): ministry, mkuze, umzinyathi and amajuba district offices and bulk buying offices for the period of 36 months.",24/08/2023,ZNT 01 EDTEA 2023/2024,"Kwazulu Natal - Economic Development, Tourism and Environ Affairs",Request for Bid(Open-Tender),KwaZulu-Natal,24.08.2023,27.09.2023,270  Jabu Ndlovu - Pietermaritzburg - Pietermaritzburg - 3201,N/A,SCM OFFICE,bids@kznedtea.gov.za,033-264-2663,N/A,Yes,Yes,,VARIOUS DISTRICT OFFICES,https://www.etenders.gov.za/home/Download/?blobName=fb7eeb4d-7bab-4fd3-8f95-a89debae51f5.pdf&downloadedFileName=ZNT+01+EDTEA+23-24.pdf
Construction,"Znb02069/00000/00/hlu/inf/23/t:drain clearing & verge maint,p447,p748,p522/2,d1885 & d820 under kz 271 within umhlabuyalingana local municipality",24/08/2023,ZNB02069/00000/00/HLU/INF/23/T,Kwazulu Natal - Transport,Request for Bid(Open-Tender),KwaZulu-Natal,24.08.2023,05.10.2023,"Lot 871 Main Road, Hluhluwe - Hluhluwe - Hluhluwe - 3960",Document will not be sold service providers are requested to download them on departmental website www.kzntransport.gov.za or www.etenders.gov.za,Thamsanqa Mthethwa,Thamsanqa.mthethwa@kzntransport.gov.za,035-562-0261,035-562-0017,Yes,Yes,"Monday, 04 September 2023 - 10:00","Department of Transport, Lot 871 Main Road, Hluhluwe","https://www.etenders.gov.za/home/Download/?blobName=928ec9ec-0ec3-4a40-aee7-5b6b288f99ef.pdf&downloadedFileName=CONTRACT+SECTION-ZNB02069-00000-00-HLU-INF-23-T.pdf, https://www.etenders.gov.za/home/Download/?blobName=d887407f-3369-4e27-93b4-ceb2e2ee8f2c.pdf&downloadedFileName=TENDER+SECTION-ZNB02069-00000-00-HLU-INF-23-T.pdf"
Printing and reproduction of recorded media,Request for quotation for the supply and delivery of vehicle trip log books,24/08/2023,PR10333329,Passenger Rail Agency of South Africa,Request for Quotation,Western Cape,24.08.2023,31.08.2023,1 Adderley Street Propnet Building Room 622 - Cape Town - Cape Town - 8000,Please Ensure you complete RFQ document in full (including ALL Yes/No questions) with All requested Supporting documents Straight to E-Mail Address: RFQWC@prasa.com don't even copy me - Non-Adherence of this special condition will lead to Automatic Disqualification,Faniswa Mbunje,fmbunje@prasa.com,021-449-3012,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=3c5939d1-9c1e-4b5f-b41d-e6f5588c3a4e.pdf&downloadedFileName=PR10333329-+RFQ+for+Vehicle+Log+Books.pdf, https://www.etenders.gov.za/home/Download/?blobName=2631560a-5789-4ebd-8575-e80cbd5b5f85.pdf&downloadedFileName=Log+Book+Sample+Page.pdf"
Construction,"Znb02071/00000/00/hlu/inf/23/t:blading maintanance of roads p450,p470,p475,d856,d1905,d1917,d2054,d2469,d2055,l2373,l702,l2927,l1729,l2701 and l1995 under big five hlabisa local municipality",24/08/2023,ZNB02071/00000/00/HLU/INF/23/T,Kwazulu Natal - Transport,Request for Bid(Open-Tender),KwaZulu-Natal,24.08.2023,05.10.2023,"Lot 871 Main Road, Hluhluwe - Hluhluwe - Hluhluwe - 3960",Document will not be sold  service providers are requested to download them on departmental website wwwkzntransport.gov.za or www.etenders.gov.za,Thamsanqa Mthethwa,Thamsanqa.mthethwa@kzntransport.gov.za,035-562-0261,035-562-0017,Yes,Yes,"Monday, 04 September 2023 - 10:00","Department of Transport, Lot 871 Main Road, Hluhluwe","https://www.etenders.gov.za/home/Download/?blobName=6ac66932-8a67-4f17-a630-ac1ba4933d47.pdf&downloadedFileName=CONTRACT+SECTION+-ZNB02071-00000-00-HLU-INF-23-T.pdf, https://www.etenders.gov.za/home/Download/?blobName=c0d2c9ef-99bf-447c-a6cf-b9175d591cbd.pdf&downloadedFileName=TENDER+SECTION-ZNB02071-00000-00-HLU-INF-23-T.pdf"
Services: Professional,Secure mail gateway for a period 5 years,24/08/2023,REQ0004963-Reissue,South African National Accreditation System,Request for Quotation,National,24.08.2023,28.08.2023,"303 Libertas office park, Highway street - Equestria - Pretoria - 0184",N/A,Nkhesani Mathebula,procurement@sanas.co.za,012-740-8536,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=8750e6ae-3378-4204-8fe3-39a6ff0972ac.pdf&downloadedFileName=SBD+6.1+IN+TERMS+OF+PPR2022.pdf, https://www.etenders.gov.za/home/Download/?blobName=11499616-ff84-47df-8e0b-85802058bb5f.pdf&downloadedFileName=Standard+Bidding+Document+%28SDB%29+4.pdf, https://www.etenders.gov.za/home/Download/?blobName=1a4e138c-b2ed-478d-9a98-8a492ecc5e98.pdf&downloadedFileName=Annexture+A.pdf, https://www.etenders.gov.za/home/Download/?blobName=0177c5d1-cbd7-489f-8129-ba85bb366767.pdf&downloadedFileName=REQ0004963-Secure+Mail+gateway-Reissue.pdf"
Services: Professional,"Appointment of a reputable service provider for the provision of comprehensive popia compliance services which include a toolkit and/or system, conducting gap analysis and assessment, and training.",24/08/2023,RFQ/MICT/57/2023,"Media, Information and Communication Technologies Sector Education and training Authority (MICT SETA)",Request for Quotation,Gauteng,24.08.2023,31.08.2023,"19 Richards Drive, Halfway House - City of Johannesburg - City of Johannesburg - 1685",N/A,SCM,rfqs@mict.org.za,010-055-7924,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=7a89067a-458e-43ad-89e9-3d39752b7eed.pdf&downloadedFileName=RFQ-MICT-57-2023+-+POPIA+COMPLIANCE+SERVICES.pdf
Services: Professional,Appointment of service provider for the editing and printing of the mict seta career guides,24/08/2023,RFQ/MICT/56/2023,"Media, Information and Communication Technologies Sector Education and training Authority (MICT SETA)",Request for Quotation,Gauteng,24.08.2023,31.08.2023,"19 Richards Drive, Halfway House - City of Johannesburg - City of Johannesburg - 1685",N/A,SCM,rfqs@mict.org.za,010-055-7924,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=3058886e-e4d8-456e-a22f-fc7a7a1f37a2.pdf&downloadedFileName=RFQ-MICT-56-2023+-+CAREER+GUIDES.pdf
Supplies: General,Supply and delivery of laboratory specialty gasses for a period of thirty-six (36) months,24/08/2023,JW CYD 002/23,Johannesburg Water,Request for Bid(Open-Tender),Gauteng,24.08.2023,27.09.2023,65 NTEMI PILISO STREET - NEWTOWN - jOHANNESBURG - 2001,PLEASE SEE THE ATTACHED TENDER DOCUMENT,MAANDA TSHIVHASE,MAANDA.TSHIVHASE@JWATER.CO.ZA,011-688-4452,011-688-1556,Yes,Yes,"Monday, 04 September 2023 - 11:00","65 NTEMI PILISO STREET TURBINE HALL, NEWTOWN, GROUND FLOOR AUDITORIUM","https://www.etenders.gov.za/home/Download/?blobName=2d76eb3c-8475-448f-b576-3857a1a757b7.pdf&downloadedFileName=JW+CYD+002+23+SUPPLY+AND+DELIVERY+OF+LABORATORY+SPECIALTY+GASSES+FOR+A+PERIOD+OF+36+MONTHS.pdf, https://www.etenders.gov.za/home/Download/?blobName=a97a6c7b-3231-4c80-bbfa-90c0fb5ca4f8.pdf&downloadedFileName=JW+ADVERT+24+August+2023.pdf"
"Electricity, gas, steam and air conditioning",Provision of server-room fire suppression maintenance services for the ports regulator of south africa (prsa),24/08/2023,RFI /2023/24/01,Ports Regulator of South Africa,Request for Information,KwaZulu-Natal,24.08.2023,01.09.2023,"11th Floor  The Marine building, 22 Dorothy Nyembe Street - Durban - Durban - 4001",N/A,SCM,quotations@portsregulator.org,031-365-7800,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=1d679b83-b4d2-4450-a917-d07d6e429d51.pdf&downloadedFileName=RFI+for+Server+Soom+Fire+Suppression+System.pdf
Services: General,"Consultant for the recruitment and selection process for three senior 
manager positions (section 54(a) and 56)",24/08/2023,SCM 10/2024,Beaufort West Municipality,Request for Bid(Open-Tender),Western Cape,24.08.2023,08.09.2023,,N/A,Courtney,courtneye@beaufortwestmun.co.za,023-414-8177,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=fef2915f-40e4-478b-b79c-1cbc827fb7bf.pdf&downloadedFileName=ADVERT.pdf
Printing and reproduction of recorded media,Requests prospective bidders to give a quotation for the printing of a4 sized books to assist our organization with its administrative function.,24/08/2023,CCB2023/08/03,Castle Control Board,Request for Quotation,Western Cape,24.08.2023,20.09.2023,Cnr of Castle & Darling Street - Cape Town - Cape Town - 8001,N/A,Deidre Hartzenberg,procurement@castleofgoodhope.co.za,021-461-4676,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=8b320145-8032-4216-aeeb-084f659f7bba.docx&downloadedFileName=RFQ+2023-08-03+printing+of+Leave+and+receipt+books.docx
Services: Professional,Two years fumigation contract & once once off pest control at cost centre pmb,24/08/2023,ZNQ02558/00000/00/PMC/GEN/23/T,Kwazulu Natal - Transport,Request for Quotation,KwaZulu-Natal,24.08.2023,14.09.2023,01 Woodlands Road - MOUNTAIN RISE - Pietermaritzburg - 3201,"Site briefing is Mandatory
Specialist Supplier must be registered with the Department of Agriculture
MSDS -  Material Safety Data Sheet to be provided
Employees must be qualified Pest Control Officers
NB: PLEASE PRINT AND CARRY QUOTE DOCUMENTS TO SITE BRIEFING ON THE 04 SEPTEMBER 2023 @12H00",Sanele Ndlovu,Sanele.Ndlovu@kzntransport.gov.za,033-392-6609,N/A,Yes,Yes,"Monday, 04 September 2023 - 12:00",Cost Centre Boardroom PMB,https://www.etenders.gov.za/home/Download/?blobName=a32e79e5-a0d9-48cd-9c6f-b7bd113b049b.pdf&downloadedFileName=ZNQ02558-+TWO+YEAR+FUMIGATION++%26+ONCE+OFF++PEST+CONTROL+CONTRACT+AT+COST+CENTRE+PMB.pdf
Supplies: General,Request for quotation (rfq) for the supply and delivery of various concrete sleeper fastenings for prasa rail kzn,24/08/2023,KZN/RAIL/08/2023/10/Q,Passenger Rail Agency of South Africa,Request for Quotation,KwaZulu-Natal,24.08.2023,05.09.2023,65 MASABALALA YENGWA AVENUE - GREYVILLE - DURBAN - 4001,N/A,Rani Padayachee,rani.padayachee@prasa.com,031-813-0138,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=cf0bbfcc-2ce2-4b34-a177-eb3bff6e0b1c.pdf&downloadedFileName=KZN-RAIL-08-2023-10-Q-CONCRETE+SLEEPER+FASTENINGS.pdf
Information and communication,Digital transformation readiness assessment and strategy,24/08/2023,RFP 20955,SA Bureau of Standards,Request for Proposal,National,24.08.2023,18.09.2023,1 Dr Lategaan RD - Pretoria - Pretoria - 0001,N/A,Pretoria,Prince.hlongwane@sabs.co.za,012-428-6238,N/A,Yes,Yes,"Thursday, 07 September 2023 - 10:00","SABS GROENKLOOF, 01 Dr LATEGAN ROAD, PRETORIA",https://www.etenders.gov.za/home/Download/?blobName=7c9f1e1e-4bd7-4e85-8c5f-33abf9ed5381.pdf&downloadedFileName=RFP+20955+digital+transformation+readiness+assessment+and+strategy+v.pdf
Services: General,Invitation of the suppliers to indicate their interest to be listed on a database of accredited service provider  to conduct seta accredited training for sassa eastern cape over a period of 36 months .,24/08/2023,SASSA:27-23-HCM-EC,South African Social Security Agency,Request for Proposal,Eastern Cape,24.08.2023,18.09.2023,CONR FITZPATRICK & MERINO ROAD - QUIGNEY - EAST LONDON - 5201,Refer to page 14 number 9 of the TOR,Leslie Wayne Bezuidenhout,TenderQueriesEC@sassa.gov.za,043-707-6366,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=7438a69b-5246-4be3-8257-e13725d721e3.pdf&downloadedFileName=Final+Training+Bid+Document+-+SASAA+27-23-HCM-EC+-+24+August+2023.pdf
Civil engineering,Request for a quote for maintenance work at oliewenhuis art museum,24/08/2023,RFQ BBB,National Museum Bloemfontein,Request for Quotation,Free State,24.08.2023,01.09.2023,36 Aliwal Street - BLOEMFONTEIN - BLOEMFONTEIN - 9300,N/A,Kerileng Tlhabatau,kerileng@nasmus.co.za,051-447-9609,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=b516f154-53bc-4b2d-b995-084e275facec.pdf&downloadedFileName=RFQ+MAINTENANCE+WORK+AT+OLIEWENHUIS.pdf
Supplies: Electrical Equipment,Supply and delivery of stihl br700 cutters,24/08/2023,RFQ-23/0357,Agricultural Research Council,Request for Quotation,Gauteng,24.08.2023,31.08.2023,"Old Olifantsfontein Road - Centurion, Pretoria - Centurion, Pretoria - 0062",N/A,Nomvuyo jawe,jawen@arc.agric.za,012-672-9013,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=2f0e6c40-07b4-4b5c-9dd6-617275611112.pdf&downloadedFileName=RFQ-230357+-+Supply+and+Delivery+of+STIHL+BR700+Cutters.pdf
Manufacture of electrical equipment,Cstr reactor vessel 2liter,24/08/2023,RFQ-23/0347,Agricultural Research Council,Request for Quotation,Gauteng,24.08.2023,31.08.2023,"Old Olifantsfontein Road - Centurion, Pretoria - Centurion, Pretoria - 0062",N/A,Nomvuyo jawe,jawen@arc.agric.za,012-672-9013,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=c9069583-1e1b-44ba-8aba-6429f8266183.pdf&downloadedFileName=RFQ-230347+-+CSTR+Reactors+Vessels+and+BPC+Move.pdf
"Motion picture, video and television programme production, sound recording and music publishing activities",Com 024 of 2023 : supply of license for hikcentral-p-vss-1 camera c hikvision 1 camera,24/08/2023,COM 024 OF 2023,George Municipality,Request for Bid(Limited-Tender,Western Cape,24.08.2023,01.09.2023,71 York Street - CBD - George  - 6529,N/A,Lynette van der Walt,lvanderwalt@george.gov.za,044-801-6374,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=4bb956da-3b4a-4b90-95d5-6748d6e6ba5c.pdf&downloadedFileName=COM024_2022.pdf
Supplies: Clothing/Textiles/Footwear,Supply and delivery of protective clothing for 36 months,24/08/2023,ALMT05/2023,Chief Albert Luthuli Municipality,Request for Bid(Open-Tender),Mpumalanga,24.08.2023,25.09.2023,28 Kerk Street - Carolina - Carolina - 1185,"Tender documents will be available on e-tender, municipal website and also at Carolina Municipal Offices from 29 August 2023 at cashiers point during office hours upon payment of a non-refundable printing fee of R 881,88 and can also be downloaded on the municipal website or e-tenders free of charge.",Mr. JA Nkosi,nkosija@albertluthuli.gov.za,017-843-4000,017-843-4000,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=3c5906cc-95dd-4c79-a511-a9a4a202bf91.pdf&downloadedFileName=Tender+Advert+5.pdf
Other manufacturing,Hydroponic structures,24/08/2023,RFQ-23/0359,Agricultural Research Council,Request for Quotation,Gauteng,24.08.2023,31.08.2023,"R 573 and Moloto Road - Roodeplaat,  - Pretoria - 0039",N/A,Nomvuyo jawe,jawen@arc.agric.za,012-672-9013,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=c8460d84-881d-4cef-ab49-3deff799bf0b.pdf&downloadedFileName=RFQ-230359+-+Hydroponic+Structures.pdf
Manufacturing,"Purchase of office containers and storage containers, as and when required, from date of appointment until 30 june 2026",24/08/2023,FIN023/2023,George Municipality,Request for Bid(Open-Tender),Western Cape,24.08.2023,29.09.2023,71 York Street - George - George - 6530,N/A,Mr. Gerard Goliath,gegoliath@george.gov.za,044-801-9036,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=accdc78c-32ad-4202-b127-735fe577b87f.pdf&downloadedFileName=Tender+FIN023+of+2023+-+Purchase+of+Storage+and+Office+Containers.pdf, https://www.etenders.gov.za/home/Download/?blobName=b20e2067-1f8a-4488-bd96-9bc5df4732c9.pdf&downloadedFileName=Advert+FIN023+of+2023+-+Purchase+of+Office+and+Storage+Containers.pdf"
Services: Professional,Request for a service provider to be sourced to conduct writing minutes of meeting.,24/08/2023,REQA62172,Kwazulu Natal - Cooperative Governance and Traditional Affairs,Request for Quotation,KwaZulu-Natal,24.08.2023,06.09.2023,330 Langalibalele Street - Pietermaritzburg - KwaZulu Natal - 3201,N/A,Ms Thobeka Zuma,Thobeka.zuma@kzncogta.gov.za,033-260-8262,033-342-8830,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=50237be8-4d85-461f-8ee3-78ebe88f9704.pdf&downloadedFileName=REQA62172+Writing+Minutes.pdf
Security and investigation activities,Provision of security fence construction from tippler take-out conveyors magnet house to security fence for a period of three months (3) months.,24/08/2023,MPMAJ10784GX,ESKOM,Request for Bid(Open-Tender),Mpumalanga,24.08.2023,14.09.2023,Majuba Power Station - Amersfoort/Volksrust - Amersfoort/Volksrust - 2470,N/A,Morena Molefi,MolefiMo@eskom.co.za,017-799-3790,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=6e1a6483-2b43-43a8-96ea-019afa6e4d59.pdf&downloadedFileName=20180620+Std+Conditions+of+tendering.pdf, https://www.etenders.gov.za/home/Download/?blobName=4020b1e9-e504-4e8d-b44f-0ca1b2abc0db.pdf&downloadedFileName=SHE+Specification+-+Security+Fence+Construction+%28003%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=a9a61291-0a84-4364-8549-2d54e9458eaa.pdf&downloadedFileName=240-77471499+-+Annexure+B+Acknowledgement+Form+for+Eskom+OHS+legal+and+other+requirements+%28003%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=dd14fa90-ffc9-49dc-8610-51de402764b6.pdf&downloadedFileName=Fencing+details+EK.pdf, https://www.etenders.gov.za/home/Download/?blobName=383d502d-c60a-424c-b0e6-5fa08cf4ba25.xls&downloadedFileName=Supplier+Evaluation+Pack+-+2020_2021.xls, https://www.etenders.gov.za/home/Download/?blobName=e6da4d5e-604b-4116-8dfc-6e5fd7633c2f.pdf&downloadedFileName=Environmental+Requirements+for+Contractors+and+Suppliers+Rev+2-+Mar+2022+%281%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=3a2327de-ae59-4649-8ace-7d51a7d47d0f.pdf&downloadedFileName=List+of+Returnable+for+Security+fencing+for+3months.pdf, https://www.etenders.gov.za/home/Download/?blobName=adff05de-416d-4f15-8896-7de581fc1d56.pdf&downloadedFileName=Take-out+Conveyors+Mechanical+Arrangement+Sh4+%28003%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=622a707f-337b-435c-b79e-838bb689f640.pdf&downloadedFileName=SHE+Tender+Evaluation+Template+%28High+risk%29+-+Security+Fence+Construction.pdf, https://www.etenders.gov.za/home/Download/?blobName=898e7113-de48-4a70-b139-8f88df7f2bbf.pdf&downloadedFileName=Invitation+to+Tender+-+Security+Fence.pdf, https://www.etenders.gov.za/home/Download/?blobName=3345fb8d-ecda-489d-af21-9847f1fc8d31.pdf&downloadedFileName=NEC3+Engineering+and+Construction.pdf, https://www.etenders.gov.za/home/Download/?blobName=097f5ad7-2752-45f2-88b6-c4535fe44aa9.pdf&downloadedFileName=Majuba+PS+fence+_Technical+Evaluation+Strategy+rev.1+%28005%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=80284f64-e79a-4ef9-b5cb-cd6e213a9629.docx&downloadedFileName=Non-Disclosure+Agreement+%28NDA%29+Vendors.docx, https://www.etenders.gov.za/home/Download/?blobName=6a2c2c7e-19be-4022-8a27-e133ac8424fe.pdf&downloadedFileName=Form+A+Tender+for+security+Fencing+for+3months.pdf, https://www.etenders.gov.za/home/Download/?blobName=684af43d-d372-45b3-9c87-ffec0ca4f53e.docx&downloadedFileName=Supplier+Declaration.docx"
Other service activities,"Appointment of a service provider for blue flag sampling and testing, together with external testing for infrastructure monitoring, as and when required, from date of appointment until 30 june 2026",24/08/2023,TING028/2023,George Municipality,Request for Bid(Open-Tender),Western Cape,24.08.2023,26.09.2023,71 York Street - George - George - 6530,N/A,Mr. Randy Wesso,rwesso@george.gov.za,044-801-9326,N/A,Yes,Yes,,Contact Mr. MC Jacobs for the link at mcjacobs@george.gov.za,"https://www.etenders.gov.za/home/Download/?blobName=a75917d2-b5db-4436-96ce-32698274d559.pdf&downloadedFileName=Tender+TING028+of+2023+-+Appointment+of+a+Service+Provider+for+Blue+Flag+Sampling+and+Testing.pdf, https://www.etenders.gov.za/home/Download/?blobName=fcd14e47-1848-41ca-8020-93e710cc48da.pdf&downloadedFileName=Advert+TING028+of+2023+-+Appointment+of+a+Service+provider+for+Blue+Flag+Sampling+and+Testing.pdf"
Services: General,"Supply, delivery, and maintenance of office automation to hantam municipality",24/08/2023,NC065/T05/2023,Hantam Local Municipality,Request for Bid(Open-Tender),Northern Cape,24.08.2023,19.09.2023,20 Dr Nelson Mandela Drive - Calvinia - Calvinia - 8190,N/A,Shaun M. Wilschut,wilschutsm@hantam.gov.za,027-341-8500,027-341-8501,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=44261039-bda5-4b64-8949-180e4163a008.pdf&downloadedFileName=NC065-T05-2023+Tender+Document.pdf
Services: Professional,Request for a service provider to be sourced to conduct junior management development programme in-house training.,24/08/2023,REQA77168,Kwazulu Natal - Cooperative Governance and Traditional Affairs,Request for Quotation,KwaZulu-Natal,24.08.2023,07.09.2023,330 Langalibalele Street - Pietermaritzburg - KwaZulu Natal - 3201,N/A,Ms Thobeka Zuma,Thobeka.zuma@kzncogta.gov.za,033-260-8262,033-342-8830,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=d6b7dbb6-b8b8-4651-8ba8-1a6f3e1ed7a3.pdf&downloadedFileName=REQA77168+Junior+Management.pdf
Services: Professional,Appointment of professional built environment consultants for the arff emergency and simulator road project at george airport,24/08/2023,RFQ10235,Airports Company of South Africa,Request for Quotation,Western Cape,24.08.2023,19.09.2023,George Airport - Goerge - Goerge - 1632,Note: Bidders must send the email to Tenders3.ksia@airports.co.za to request the link for clarification meeting,Mlungisi Mgobhozi,Tenders3.ksia@airports.co.za,032-436-6198,N/A,Yes,Yes,,Virtual Compulsory Meeting (MS Teams),"https://www.etenders.gov.za/home/Download/?blobName=157c7307-b31e-4d5b-b6f3-31d5569d16e2.pdf&downloadedFileName=S.7+FIDPM.pdf, https://www.etenders.gov.za/home/Download/?blobName=d67b9ccd-c845-43b8-b25c-3a0a377086be.pdf&downloadedFileName=S.9.8LONGSECTION_Road+3.pdf, https://www.etenders.gov.za/home/Download/?blobName=aac053ee-7ddc-4bfa-880b-5744375e70f4.pdf&downloadedFileName=S.9.5LAYOUT_GATE+9.pdf, https://www.etenders.gov.za/home/Download/?blobName=4046e13c-8332-4f87-930f-5cbd3bbf3603.pdf&downloadedFileName=S.9.7LONGSECTION_Road+2+rev1.pdf, https://www.etenders.gov.za/home/Download/?blobName=05d96975-1b78-4ea4-bae4-7c30cafa3b58.pdf&downloadedFileName=S.2+ECSA+2000_46+of+2000_March+2021.pdf, https://www.etenders.gov.za/home/Download/?blobName=e8090391-59a6-497f-b295-9dc6d972ce62.pdf&downloadedFileName=S.9.1AIRPORT+RUNWAY.pdf, https://www.etenders.gov.za/home/Download/?blobName=e977ec7f-f0e4-44eb-8fdb-a1ba6d791a70.pdf&downloadedFileName=S.3+SACPCMP_OHS+Scope+of+Services.pdf, https://www.etenders.gov.za/home/Download/?blobName=5c452d90-84d5-45b8-b493-a80475c7405e.pdf&downloadedFileName=S.9.3KERB+DETAILS.pdf, https://www.etenders.gov.za/home/Download/?blobName=77167214-60ce-407c-bdc4-a90d2d2fe552.pdf&downloadedFileName=S.10+POPIA+Declaration.pdf, https://www.etenders.gov.za/home/Download/?blobName=f193e021-e53c-458a-8db7-adb7cf09d10b.pdf&downloadedFileName=S.1+CIDB+PSC+2009.pdf, https://www.etenders.gov.za/home/Download/?blobName=50c4e50c-2eab-4cc3-ac0f-caa90e5234db.pdf&downloadedFileName=S.9.4LAYOUT_GATE+6.pdf, https://www.etenders.gov.za/home/Download/?blobName=6f3955f2-8665-4a94-b507-cd449974794e.pdf&downloadedFileName=S.8+CAD+Drawing+Standards.pdf, https://www.etenders.gov.za/home/Download/?blobName=54d2e37a-0846-413f-8284-df1f959e8cc9.pdf&downloadedFileName=RFQ10235-+PSC+Tender+-ARFF+Simulator+Rd.pdf, https://www.etenders.gov.za/home/Download/?blobName=79114adc-2283-43b5-b472-ee98af735010.pdf&downloadedFileName=S.4+ACSA+Insurance+Clauses.pdf, https://www.etenders.gov.za/home/Download/?blobName=5819bc52-1a9e-4d01-a9cc-ef36cd3db152.pdf&downloadedFileName=S.5+ACSA+Special+Requirements.pdf, https://www.etenders.gov.za/home/Download/?blobName=9aeb3b66-eff7-418a-ad9a-f3d0698e05c1.pdf&downloadedFileName=S.6+ACSA+Baseline+Hira.pdf, https://www.etenders.gov.za/home/Download/?blobName=473d4ed6-cc60-413c-912f-f4009a41b31d.pdf&downloadedFileName=S.9.2DETAILS.pdf, https://www.etenders.gov.za/home/Download/?blobName=811154c4-507d-4ff7-9014-f5dbc93e814e.pdf&downloadedFileName=S.9.6LONGSECTION_Road+1.pdf"
Services: Professional,Provision of various electronic web- based management systems and related consulting activities,24/08/2023,NC065/T06/2023,Hantam Local Municipality,Request for Bid(Open-Tender),Northern Cape,24.08.2023,19.09.2023,20 Dr Nelson Mandela Drive - Calvinia - Calvinia - 8190,N/A,Shaun M. Wilschut,wilschutsm@hantam.gov.za,027-341-8500,027-341-8501,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=f0baa722-b7f7-4385-9de6-eb837c5aa439.pdf&downloadedFileName=NC065-T06-2023+Tender+Document.pdf
Services: Professional,Specification for the dispute resolution / conflict management training: nqf level 5,24/08/2023,REQA77173,Kwazulu Natal - Cooperative Governance and Traditional Affairs,Request for Quotation,KwaZulu-Natal,24.08.2023,08.09.2023,330 Langalibalele Street - Pietermaritzburg - KwaZulu Natal - 3201,N/A,Ms Thobeka Zuma,Thobeka.zuma@kzncogta.gov.za,033-260-8262,033-342-8830,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=1e53fea8-a8ca-4fe3-b5c8-727bf724334f.pdf&downloadedFileName=REQA77173+Conflict.pdf
Services: Professional,"Appointment of experienced and suitably qualified valuers for the compilation and maintenance of the general valuation roll, supplementary valuations and supplementary valuation rolls as well as the supply of other valuation related services from of appointment until 30 june 2028.",24/08/2023,NC065/T07/2023,Hantam Local Municipality,Request for Bid(Open-Tender),Northern Cape,24.08.2023,19.09.2023,20 Dr Nelson Mandela Drive - Calvinia - Calvinia - 8190,N/A,Shaun M. Wilschut,wilschutsm@hantam.gov.za,027-341-8500,027-341-8501,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=d344b49d-5929-4a6a-b036-e45b2689917b.pdf&downloadedFileName=NC065-+T07-+2023+-+Compilation+of+Valuation+Roll+final.pdf
